File name,Package name,File size,Package size,File size in package (%),File size in system (%)
usr/lib/libboost_json.so.1.82.0,boost,223328,825384,27.1,0.3
usr/lib/libboost_container.so.1.82.0,boost,67384,825384,8.2,0.1
usr/lib/libboost_date_time.so.1.82.0,boost,5688,825384,0.7,0.0
usr/lib/libboost_regex.so.1.82.0,boost,200024,825384,24.2,0.2
usr/lib/libboost_graph.so.1.82.0,boost,265680,825384,32.2,0.3
usr/lib/libboost_iostreams.so.1.82.0,boost,63280,825384,7.7,0.1
bin/busybox,busybox,821704,829657,99.0,1.0
usr/share/udhcpc/default.script,busybox,3133,829657,0.4,0.0
etc/init.d/S01syslogd,busybox,1012,829657,0.1,0.0
etc/init.d/S02klogd,busybox,1004,829657,0.1,0.0
etc/init.d/S02sysctl,busybox,2804,829657,0.3,0.0
usr/bin/bzip2,bzip2,74672,293453,25.4,0.1
usr/bin/bunzip2,bzip2,74672,293453,25.4,0.1
usr/bin/bzcat,bzip2,74672,293453,25.4,0.1
usr/bin/bzip2recover,bzip2,10016,293453,3.4,0.0
usr/bin/bzgrep,bzip2,2054,293453,0.7,0.0
usr/bin/bzmore,bzip2,1259,293453,0.4,0.0
usr/bin/bzdiff,bzip2,2140,293453,0.7,0.0
usr/lib/libbz2.so.1.0.8,bzip2,53968,293453,18.4,0.1
usr/lib/libcairo.so.2.11600.0,cairo,719416,753928,95.4,0.8
usr/lib/libcairo-gobject.so.2.11600.0,cairo,34512,753928,4.6,0.0
usr/lib/libexpat.so.1.8.10,expat,136912,136912,100.0,0.2
usr/lib/libfontconfig.so.1.12.0,fontconfig,267992,506001,53.0,0.3
usr/bin/fc-cache,fontconfig,14192,506001,2.8,0.0
usr/bin/fc-cat,fontconfig,14192,506001,2.8,0.0
usr/bin/fc-conflist,fontconfig,10096,506001,2.0,0.0
usr/bin/fc-list,fontconfig,10096,506001,2.0,0.0
usr/bin/fc-match,fontconfig,14192,506001,2.8,0.0
usr/bin/fc-pattern,fontconfig,10096,506001,2.0,0.0
usr/bin/fc-query,fontconfig,10096,506001,2.0,0.0
usr/bin/fc-scan,fontconfig,10096,506001,2.0,0.0
usr/bin/fc-validate,fontconfig,10096,506001,2.0,0.0
usr/share/fontconfig/conf.avail/05-reset-dirs-sample.conf,fontconfig,213,506001,0.0,0.0
usr/share/fontconfig/conf.avail/09-autohint-if-no-hinting.conf,fontconfig,717,506001,0.1,0.0
usr/share/fontconfig/conf.avail/10-autohint.conf,fontconfig,630,506001,0.1,0.0
usr/share/fontconfig/conf.avail/10-hinting-full.conf,fontconfig,616,506001,0.1,0.0
usr/share/fontconfig/conf.avail/10-hinting-medium.conf,fontconfig,620,506001,0.1,0.0
usr/share/fontconfig/conf.avail/10-hinting-none.conf,fontconfig,616,506001,0.1,0.0
usr/share/fontconfig/conf.avail/10-hinting-slight.conf,fontconfig,620,506001,0.1,0.0
usr/share/fontconfig/conf.avail/10-no-antialias.conf,fontconfig,260,506001,0.1,0.0
usr/share/fontconfig/conf.avail/10-scale-bitmap-fonts.conf,fontconfig,2068,506001,0.4,0.0
usr/share/fontconfig/conf.avail/10-sub-pixel-bgr.conf,fontconfig,672,506001,0.1,0.0
usr/share/fontconfig/conf.avail/10-sub-pixel-none.conf,fontconfig,647,506001,0.1,0.0
usr/share/fontconfig/conf.avail/10-sub-pixel-rgb.conf,fontconfig,672,506001,0.1,0.0
usr/share/fontconfig/conf.avail/10-sub-pixel-vbgr.conf,fontconfig,682,506001,0.1,0.0
usr/share/fontconfig/conf.avail/10-sub-pixel-vrgb.conf,fontconfig,682,506001,0.1,0.0
usr/share/fontconfig/conf.avail/10-unhinted.conf,fontconfig,625,506001,0.1,0.0
usr/share/fontconfig/conf.avail/10-yes-antialias.conf,fontconfig,258,506001,0.1,0.0
usr/share/fontconfig/conf.avail/11-lcdfilter-default.conf,fontconfig,695,506001,0.1,0.0
usr/share/fontconfig/conf.avail/11-lcdfilter-legacy.conf,fontconfig,692,506001,0.1,0.0
usr/share/fontconfig/conf.avail/11-lcdfilter-light.conf,fontconfig,689,506001,0.1,0.0
usr/share/fontconfig/conf.avail/20-unhint-small-vera.conf,fontconfig,1377,506001,0.3,0.0
usr/share/fontconfig/conf.avail/25-unhint-nonlatin.conf,fontconfig,3329,506001,0.7,0.0
usr/share/fontconfig/conf.avail/30-metric-aliases.conf,fontconfig,13234,506001,2.6,0.0
usr/share/fontconfig/conf.avail/35-lang-normalize.conf,fontconfig,42037,506001,8.3,0.0
usr/share/fontconfig/conf.avail/40-nonlatin.conf,fontconfig,7775,506001,1.5,0.0
usr/share/fontconfig/conf.avail/45-generic.conf,fontconfig,3490,506001,0.7,0.0
